482,679,873,997,1014,1040,1226,1288,1385,1404,1491,1526,1592,1727,1782,1870,1937,2017,2065,2178,2271,2307,2379,2415,2489,2587,2626,2668,2702,2816,2881,2953,2962,3046,3108,3189,3203,3271,3346,3441,3486,3574,3651,3745,3784,3797,3840,3865,3958,4056
563,769,898,1018,1074,1099,1289,1366,1429,1496,1550,1635,1666,1765,1849,1908,1955,2098,2164,2276,2349,2446,2466,2562,2588,2634,2699,2714,2738,2913,2949,3014,3041,3097,3172,3250,3281,3356,3425,3533,3581,3610,3654,3841,3892,3928,3972,3999,4071,4153
616,837,957,1061,1122,1125,1308,1448,1529,1619,1690,1747,1772,1799,1912,1934,2051,2124,2262,2364,2419,2490,2539,2597,2675,2734,2810,2888,2914,2916,3018,3040,3055,3110,3253,3254,3295,3360,3438,3549,3613,3700,3735,3917,4015,4080,4164,4259,4353,4383
655,903,1006,1149,1214,1264,1383,1511,1592,1712,1739,1799,1873,1881,1985,2050,2070,2180,2344,2398,2461,2551,2607,2617,2689,2829,2881,2939,3024,3070,3167,3263,3279,3303,3374,3450,3467,3497,3501,3639,3677,3737,3780,4005,4106,4165,4204,4328,4404,4421
746,968,1060,1244,1326,1416,1463,1533,1622,1765,1860,1936,2019,2075,2089,2173,2242,2253,2440,2494,2513,2580,2687,2689,2733,2867,2906,3023,3053,3086,3233,3314,3393,3404,3446,3540,3550,3633,3650,3733,3736,3824,3836,4039,4129,4187,4293,4381,4457,4554
821,979,1138,1253,1378,1467,1478,1565,1625,1845,1863,1942,2063,2096,2161,2226,2322,2345,2480,2537,2589,2677,2706,2791,2828,2873,2972,3071,3130,3152,3282,3396,3433,3464,3475,3617,3685,3704,3768,3800,3830,3926,3949,4103,4151,4246,4378,4416,4520,4612
838,1043,1149,1299,1427,1531,1583,1666,1679,1907,1999,2007,2081,2190,2226,2313,2352,2434,2511,2603,2671,2760,2802,2900,2923,2987,3039,3094,3227,3233,3327,3451,3454,3500,3550,3659,3706,3787,3838,3930,3932,3988,4076,4153,4166,4340,4449,4512,4541,4670
842,1109,1204,1308,1440,1613,1711,1745,1793,1945,2079,2119,2197,2274,2319,2404,2494,2592,2669,2713,2726,2788,2868,2947,3030,3118,3179,3198,3298,3358,3424,3530,3628,3715,3811,3885,3961,3988,4063,4096,4169,4181,4232,4248,4297,4371,4517,4609,4632,4742
937,1151,1220,1400,1442,1708,1804,1846,1885,2031,2140,2172,2204,2306,2414,2428,2506,2650,2728,2820,2847,2881,2958,3025,3072,3192,3270,3316,3375,3378,3465,3583,3700,3719,3896,3962,4057,4099,4115,4178,4226,4234,4299,4333,4339,4401,4531,4646,4667,4801
970,1161,1224,1414,1533,1778,1891,1922,1957,2069,2214,2313,2382,2430,2494,2556,2609,2712,2750,2859,2921,2962,3019,3122,3159,3276,3289,3325,3472,3519,3573,3602,3706,3780,3951,3963,4108,4165,4256,4316,4359,4449,4525,4537,4626,4666,4722,4772,4788,4863
